DropQ_0_GROUP_1,DropQ_0_1_RANK,DropQ_1_GROUP_1,DropQ_0_GROUP_2,DropQ_0_2_RANK,DropQ_1_GROUP_2,DropQ_0_GROUP_3,DropQ_0_3_RANK,DropQ_1_GROUP_3,DropQ_0_GROUP_4,DropQ_0_4_RANK,DropQ_1_GROUP_4,DropQ_0_GROUP_5,DropQ_0_5_RANK,DropQ_1_GROUP_5,DropQ_0_GROUP_6,DropQ_0_6_RANK,DropQ_1_GROUP_6,DropQ_0_GROUP_7,DropQ_0_7_RANK,DropQ_1_GROUP_7,DropQ_0_GROUP_8,DropQ_0_8_RANK,DropQ_1_GROUP_8,DropQ_0_GROUP_9,DropQ_0_9_RANK,DropQ_1_GROUP_9,PushQ_0_GROUP_1,PushQ_0_1_RANK,PushQ_1_GROUP_1,PushQ_0_GROUP_2,PushQ_0_2_RANK,PushQ_1_GROUP_2,PushQ_0_GROUP_3,PushQ_0_3_RANK,PushQ_1_GROUP_3,PushQ_0_GROUP_4,PushQ_0_4_RANK,PushQ_1_GROUP_4,PushQ_0_GROUP_5,PushQ_0_5_RANK,PushQ_1_GROUP_5,PushQ_0_GROUP_6,PushQ_0_6_RANK,PushQ_1_GROUP_6,PushQ_0_GROUP_7,PushQ_0_7_RANK,PushQ_1_GROUP_7,PushQ_0_GROUP_8,PushQ_0_8_RANK,PushQ_1_GROUP_8,PushQ_0_GROUP_9,PushQ_0_9_RANK,PushQ_1_GROUP_9,PullQ_0_GROUP_1,PullQ_0_1_RANK,PullQ_1_GROUP_1,PullQ_0_GROUP_2,PullQ_0_2_RANK,PullQ_1_GROUP_2,PullQ_0_GROUP_3,PullQ_0_3_RANK,PullQ_1_GROUP_3,PullQ_0_GROUP_4,PullQ_0_4_RANK,PullQ_1_GROUP_4,PullQ_0_GROUP_5,PullQ_0_5_RANK,PullQ_1_GROUP_5,PullQ_0_GROUP_6,PullQ_0_6_RANK,PullQ_1_GROUP_6,PullQ_0_GROUP_7,PullQ_0_7_RANK,PullQ_1_GROUP_7,PullQ_0_GROUP_8,PullQ_0_8_RANK,PullQ_1_GROUP_8,PullQ_0_GROUP_9,PullQ_0_9_RANK,PullQ_1_GROUP_9,scene,condition,CATCH2,CATCH3,invalid,ATESTQ_0_2_RANK,ATESTQ_0_4_RANK,ATESTQ_0_5_RANK,ATESTQ_1_1_RANK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),,,The size of the pulled thing,The trajectory of the pulled thing,4.0,,A person who pulled the thing,1.0,,The type of the thing being pulled (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),3.0,,,,The color of the pulled thing,,,The color of the other thing,,,The apparent material of the pulled thing,Pull,500ms,I was to imaging a scene and answer questions about it.,The trajectory of the thing being pulled.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),5.0,,,,The weight of the pushed thing,,,The direction of movement of the pushed thing,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),3.0,,The type of the other thing (e.g. what object was it?),1.0,,The color of the pushed thing,6.0,,The color of the other thing,2.0,,The apparent material of the pushed thing,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,2000ms,To imagine a thing being pushed by another thing in detail,The Weight of the thing,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),2.0,,,,The size of the dropped thing,The trajectory of the dropped thing,1.0,,A person who dropped the thing,3.0,,,,The type of the thing being dropped (e.g. what object was it?),,,The type of the other thing (e.g. what object was it?),The color of the dropped thing,4.0,,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,2000ms,Imagine dropping something next to something else ,The color ,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),5.0,,The size of the dropped thing,3.0,,The trajectory of the dropped thing,4.0,,A person who dropped the thing,6.0,,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),7.0,,,,The color of the dropped thing,,,The color of the other thing,The apparent material of the dropped thing,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,250ms,To imagine and describe a given scenario,The size of the thing dropped,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),1.0,,The size of the pulled thing,3.0,,The trajectory of the pulled thing,2.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),5.0,,The type of the other thing (e.g. what object was it?),6.0,,The color of the pulled thing,4.0,,The color of the other thing,8.0,,The apparent material of the pulled thing,7.0,,Pull,2000ms,imagining something being pulled out of something,the color of the thing being pulled,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),1.0,,The size of the pulled thing,6.0,,The trajectory of the pulled thing,2.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),3.0,,The type of the other thing (e.g. what object was it?),7.0,,The color of the pulled thing,5.0,,The color of the other thing,4.0,,,,The apparent material of the pulled thing,Pull,250ms,imagine a thing being pulled from another thing then report the order of what you imagined,the color of the thing being pulled,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),5.0,,,,The weight of the pushed thing,,,The direction of movement of the pushed thing,A surface/table/floor,2.0,,The type of the thing being pushed (e.g. what object was it?),4.0,,The type of the other thing (e.g. what object was it?),1.0,,,,The color of the pushed thing,,,The color of the other thing,The apparent material of the pushed thing,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,2000ms,Imagine a scene and rank things accordingly in a very short time,Color and direction of the pushed item,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),4.0,,The size of the dropped thing,2.0,,,,The trajectory of the dropped thing,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),3.0,,The color of the dropped thing,5.0,,The color of the other thing,6.0,,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,500ms,Listening to audio and developing a mental image then answering a question about that mental image including ranking responses.,The color of the thing dropped.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),7.0,,The size of the pulled thing,4.0,,The trajectory of the pulled thing,6.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),8.0,,The type of the other thing (e.g. what object was it?),5.0,,The color of the pulled thing,3.0,,The color of the other thing,1.0,,The apparent material of the pulled thing,2.0,,Pull,2000ms,To answer what properties were in the mental image I created based on the given description. ,Color of the object,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),4.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,3.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,1000ms,Vividly imagine a scenario where two objects were pushed against each other ,Type of object,,2.0,1.0,3.0,1.0
,,The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),The size of the dropped thing,3.0,,The trajectory of the dropped thing,1.0,,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),4.0,,,,The color of the dropped thing,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,Imagining dropping an item next to another.,What color the item was,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),3.0,,The weight of the pushed thing,6.0,,,,The direction of movement of the pushed thing,A surface/table/floor,7.0,,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,The color of the pushed thing,4.0,,The color of the other thing,5.0,,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,500ms,imagine an object being pushed by another object,what the object being pushed was,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),8.0,,The size of the pulled thing,1.0,,The trajectory of the pulled thing,6.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),4.0,,The type of the other thing (e.g. what object was it?),5.0,,The color of the pulled thing,2.0,,The color of the other thing,3.0,,The apparent material of the pulled thing,7.0,,Pull,1000ms,to immagine a situation,the color of the object dragged,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),2.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,1.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),4.0,,The type of the other thing (e.g. what object was it?),3.0,,,,The color of the pushed thing,,,The color of the other thing,The apparent material of the pushed thing,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,250ms,To listen to a audio and visualize what it is. ,The material that was used in it,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),,,The size of the pulled thing,The trajectory of the pulled thing,4.0,,A person who pulled the thing,1.0,,The type of the thing being pulled (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),3.0,,The color of the pulled thing,6.0,,The color of the other thing,5.0,,The apparent material of the pulled thing,7.0,,Pull,2000ms,Imagine a thing being pulled from another thing then answer questions.,The color of the item being pulled,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),,,The size of the pulled thing,The trajectory of the pulled thing,4.0,,A person who pulled the thing,5.0,,The type of the thing being pulled (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),6.0,,The color of the pulled thing,3.0,,The color of the other thing,7.0,,The apparent material of the pulled thing,1.0,,Pull,500ms,"To imagine doing what is prompted by the audio recording, and Indicate what came to mind when imagining and at what point.",color of the object being pulled,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),3.0,,The size of the pulled thing,5.0,,The trajectory of the pulled thing,2.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),7.0,,The color of the pulled thing,6.0,,The color of the other thing,8.0,,The apparent material of the pulled thing,4.0,,Pull,1000ms,Listen to an audio describing a scene. Imagine the scene. List what you imagined.,The trajectory of the thing being pulled,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),1.0,,,,The size of the dropped thing,The trajectory of the dropped thing,2.0,,A person who dropped the thing,3.0,,,,The type of the thing being dropped (e.g. what object was it?),,,The type of the other thing (e.g. what object was it?),,,The color of the dropped thing,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,"I was asked to imagine a scene, and then rank some descriptions of that scene.",The trajectory of the item dropped.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),,,The size of the pulled thing,,,The trajectory of the pulled thing,A person who pulled the thing,5.0,,The type of the thing being pulled (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,,,The color of the pulled thing,The color of the other thing,3.0,,The apparent material of the pulled thing,4.0,,Pull,1000ms,imagine a scene for one second of a thing being pulled out of another thing. ,the size of the thing being pulled out of the other thing.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),The weight of the pushed thing,1.0,,,,The direction of movement of the pushed thing,A surface/table/floor,2.0,,The type of the thing being pushed (e.g. what object was it?),3.0,,,,The type of the other thing (e.g. what object was it?),,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,500ms,imagination of a scenario,color,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),1.0,,The size of the dropped thing,6.0,,The trajectory of the dropped thing,5.0,,A person who dropped the thing,3.0,,The type of the thing being dropped (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),4.0,,,,The color of the dropped thing,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,2000ms,to imagine mentally a task from an audio clip about dropping something,the size or color of item,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),3.0,,The size of the dropped thing,2.0,,The trajectory of the dropped thing,1.0,,,,A person who dropped the thing,,,The type of the thing being dropped (e.g. what object was it?),,,The type of the other thing (e.g. what object was it?),,,The color of the dropped thing,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,250ms,I was to create a mental picture of an item being dropped and identify elements of the mental picture.,The color of the item being dropped.,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),7.0,,The size of the dropped thing,4.0,,The trajectory of the dropped thing,5.0,,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),8.0,,The color of the dropped thing,2.0,,The color of the other thing,6.0,,The apparent material of the dropped thing,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,"Take 1 second to visualize dropping a thing next to another thing, ",The trajectory of the thing that was dropped. ,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),3.0,,The weight of the pushed thing,5.0,,The direction of movement of the pushed thing,4.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,The color of the pushed thing,6.0,,The color of the other thing,7.0,,The apparent material of the pushed thing,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,1000ms,"I listened to audio to imagine a scene in my head, then I categorized different text items into boxes describing what I imagined.",The color of the pushed object,,2.0,1.0,3.0,1.0
,,The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),The size of the dropped thing,2.0,,,,The trajectory of the dropped thing,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),1.0,,,,The type of the other thing (e.g. what object was it?),,,The color of the dropped thing,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,500ms,I was to image an item being dropped next to another item.,What was the trajectory of the dropped item.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),The size of the pulled thing,5.0,,,,The trajectory of the pulled thing,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,The color of the pulled thing,3.0,,The color of the other thing,4.0,,The apparent material of the pulled thing,6.0,,Pull,2000ms,to listen to a brief audio clip and imagine what it would look like,color of the pulled thing,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),1.0,,The size of the dropped thing,2.0,,,,The trajectory of the dropped thing,A person who dropped the thing,3.0,,,,The type of the thing being dropped (e.g. what object was it?),The type of the other thing (e.g. what object was it?),5.0,,,,The color of the dropped thing,The color of the other thing,4.0,,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,Imagination study,The size of the dropped thing,,2.0,1.0,3.0,1.0
